sentiment,lat,lon
0.0,3.0451155,101.7683065
0.0,45.8485127,-66.49938545
0.0,38.19038506,-0.55638827
0.0,33.83025873,-84.37359724
2.0,51.540719,-0.2506714
3.0,14.429242,120.9227986
0.0,29.2648671,47.9281302
0.0,25.1196306,121.5346493
0.0,24.7940284,46.70567214
0.0,-2.9888766,104.7218706
0.0,26.70681425,50.05008344
3.0,-30.11598917,-51.25220039
0.0,23.4123999,57.4260867
3.0,3.0265473,101.6264116
0.0,29.54029666,-95.24092676
0.0,-6.9451263,107.6732738
0.0,41.75438872,-88.34936753
0.0,50.6320426,3.0569705
3.0,14.7057733,121.0618981
0.0,37.0359553,35.2460243
6.0,6.45702,7.53199
0.0,37.3625132,-4.8469857
0.0,53.35954304,83.76443143
0.0,3.08947159,101.52368131
0.0,-6.33476741,106.82023603
0.0,41.01534038,28.87870675
0.0,38.87635116,-6.97867506
0.0,26.1279527,50.5807547
-1.0,-32.3092455,-58.0875633
0.0,-22.30656551,-49.08778045
0.0,10.2050337,-67.8945475
0.0,-1.8278179,112.9234667
0.0,18.17195292,99.48520454
0.0,6.45683,7.53246
0.0,-25.5476746,-49.2809689
0.0,29.2858675,48.0808746
0.0,-7.0230359,110.4582821
0.0,25.2667181,55.3195949
3.0,42.9369786,-87.87845814
0.0,42.9999885,47.4581912
0.0,39.7906038,30.5087248
0.0,41.0789453,28.9219334
0.0,34.2076988,-118.4488502
0.0,38.92570707,-77.24007902
0.0,-19.95503203,-43.93607181
0.0,-29.7049867,-53.2912385
3.0,-23.6362769,-46.6400306
0.0,41.3723498,2.1236657
0.0,38.041994,-1.4943062
0.0,15.115481,120.7735417
0.0,43.62138368,7.10502001
0.0,35.5392837,139.7411407
0.0,2.55057,101.80729
0.0,18.0238934,-76.9531544
0.0,-6.20682,106.50721
0.0,-7.5581675,110.7553527
-1.0,22.62844266,88.34934497
-2.0,32.44754333,-93.59594707
0.0,35.33776,139.4441496
0.0,-22.74138364,-43.69696214
4.0,3.4114718,101.197548
2.0,38.9447479,-76.89195983
0.0,49.26077017,-123.07911009
1.0,50.73200998,-3.50274306
0.0,41.0111172,28.856784
0.0,1.4495829,124.8149816
0.0,35.72986464,139.71095557
0.0,-23.5326409,-46.5400543
0.0,-6.9275469,107.6557211
3.0,40.74007248,-73.9875516
-2.0,10.3779849,107.10241
1.0,52.44826661,1.70868371
3.0,24.7735169,120.9401445
0.0,23.28981728,77.33596182
2.0,53.7604098,-3.0315449
0.0,-7.5381018,112.6970627
0.0,3.569294,98.688936
0.0,13.7071305,100.5854176
0.0,57.11947511,-2.16629681
0.0,36.6837636,-6.1227607
0.0,-7.55702333,110.76348667
0.0,26.1714561,50.6065046
0.0,-6.97364,107.63957
0.0,35.2109808,33.372362
0.0,6.6980579,-1.5361621
0.0,0.0497523,99.8174552
0.0,25.57052272,-80.49103344
3.0,35.83729908,-78.59566411
1.0,39.75274317,30.50069265
0.0,14.6312657,121.1548151
0.0,-4.8700753,-43.3612384
-2.0,36.79896478,-76.20386624
0.0,39.9223936,32.9080263
1.0,39.7096504,-74.9588806
0.0,-6.14347,106.77027
0.0,40.73485557,-73.98839479
1.0,33.95441343,-80.9925469
-1.0,14.6980735,121.1228245
0.0,34.6985247,135.2013289
0.0,-6.94124158,107.57700664
0.0,53.49652022,-2.30988138
0.0,18.38230919,-67.19093587
3.0,14.6256208,120.9966747
-2.0,19.2170286,-70.5141024
0.0,14.087303,121.137826
0.0,13.539094,100.611973
0.0,48.86000545,2.21043223
0.0,43.462129,-3.8303071
0.0,38.21986101,-76.42369053
-2.0,40.72437803,-111.91961951
0.0,51.37050903,-0.44756174
0.0,34.45533252,135.42908706
4.0,53.1387318,6.2633373
0.0,39.7991887,30.5203525
0.0,38.3700056,-0.5005362
-2.0,51.65607028,-0.39704634
